Maschine 1;Maschine 2
12.55780438;12.522801
12.4437406;12.5904995
12.37753178;12.61445718
12.44780941;12.60656072
12.5542582;12.22649841
12.42904613;12.57752004
12.43309291;12.44687361
12.45204159;12.4470599
12.6643086;12.39466506
12.49269447;12.45549674
12.61522971;12.4281929
12.53609136;12.56095723
12.46986014;12.7566809
12.54618886;12.20706186
12.50325867;12.52444193
12.40772224;12.12174553
12.53601331;12.3420298
12.56791081;12.52739738
12.50425793;12.43381598
12.26359169;12.29180288
12.45984859;12.44357281
12.46258977;12.33267232
12.46514026;12.68478275
12.64304647;12.06838868
12.39395299;12.71047425
12.55188541;12.35143925
12.40768441;12.42056323
12.54108403;12.33973185
12.44424801;11.99925764
12.48420788;12.28768935
12.51661948;12.53998299
12.5678752;12.39574536
12.53032536;12.35477901
12.52702734;12.09761862
12.35392223;12.56268028
12.50710655;12.48111864
12.47792974;12.37622662
12.53877975;12.74675147
12.4016268;12.22113789
12.28532453;12.63602173
12.49456379;12.28458323
12.71696073;12.50186387
12.31869192;12.41804442
12.57828321;12.59070771
12.59582656;12.62202199
12.49846664;12.34459445
12.40663757;12.61289881
12.45390044;12.61275565
12.26105574;12.31324958
12.52888749;12.36546591
12.49596591;12.69704636
12.3285843;12.51676636
12.58983875;12.61427113
12.4005487;12.67429048
12.47960972;12.41857199
12.5118191;12.50142493
12.34634306;12.57186537
12.4193928;11.9509
12.61968596;12.52440564
12.58875046;12.64747834
12.50564003;12.36515893
12.46074839;12.40406723
12.44060508;12.59672279
12.32623671;12.48606201
12.60808399;12.41467931
12.5611152;12.64819215
12.42738894;12.6015008
12.53388877;12.49947584
12.52983804;12.38524487
12.49336137;12.29768985
12.39908363;12.23806759
12.38173903;12.32845926
12.48841284;12.41581523
12.49041829;12.49584671
12.46992819;12.46673568
12.67398244;12.64983044
12.53191035;12.50831835
12.49902817;12.50723285
12.42862724;12.50619309
12.53292428;12.41215635
12.68197318;12.36264612
12.38304012;12.18918987
12.50376468;12.47158542
12.54637927;12.44589812
12.60336879;12.60327355
12.46994193;12.42286716
12.51396164;12.59482563
12.47959421;12.56621151
12.45774918;12.26741052
12.34653541;12.37803639
12.46933344;12.75327793
12.58718533;12.2834339
12.47883247;12.32846185
12.51906189;12.45757354
12.51143482;12.49929453
12.32288761;12.46127644
12.42345287;12.43255074
12.60106411;12.49011099
12.44602346;12.46374089
12.4388943;12.3631523
12.45105856;12.56160123
12.44940743;12.36750905
12.53303807;12.41399924
12.5843459;12.41081346
12.71470079;12.37827485
12.63480995;12.41093435
12.53453395;12.5813321
12.55832701;12.29183798
12.6631253;12.29929182
12.48171453;12.93670529
12.42741555;12.169069
12.5309749;12.46454022
12.5157726;12.27577563
12.34982949;12.42328487
12.58312054;12.48338623
12.52302859;12.48451991
12.5676935;12.56806923
12.59506542;12.22981988
12.51672996;12.38461684
12.54636348;12.61084192
12.44066744;12.46922612
12.49957652;12.10469215
12.49772045;12.36701317
12.4177279;12.40663698
12.41740121;12.28849758
12.4869783;12.3864054
12.45002881;12.54927832
12.60063934;12.64728502
12.44614093;12.04408094
12.40610079;12.73117853
12.32714229;12.43060112
12.4034349;12.02081601
12.65890576;12.37932642
12.56971308;12.39457003
12.52657878;12.46566832
12.34800147;12.52402871
12.28528698;12.40751058
12.3998694;12.13734877
12.53956548;12.41064365
12.41708627;12.61213614
12.61598659;12.69503359
12.31186548;12.29126981
12.50558205;12.46094041
12.36728419;12.40817449
12.3967797;12.77268666
12.43303331;12.3094495
12.46819376;12.19666958
12.61388666;12.33471997
12.62967875;12.58450656
12.4016518;12.77510632
12.53623957;12.38051334
12.53052387;12.32486876
12.63366473;12.60984843
12.45812868;12.34068789
12.48045407;12.19963582
12.40995598;12.4422422
12.57793884;12.57106641
12.54777938;12.30117013
12.49904733;12.4295728
12.57173588;12.42173621
12.61807274;12.32203191
12.4239278;12.85690587
12.55172208;12.44022266
12.47731233;12.60240222
12.44172247;12.49314271
12.41287539;12.46964501
12.54306494;12.23095584
12.43886094;12.52272002
12.53729149;12.4707109
12.50271628;12.3270675
12.42401329;12.4472063
12.31211486;12.17870762
12.51335506;12.22556321
12.43128353;12.3478529
12.56212707;12.35504971
12.42753862;12.5060965
12.60217921;12.6139673
12.56668611;12.38365965
12.52043028;12.80187415
12.365272;12.36133722
12.6701185;12.31251637
12.39964626;12.17589098
12.50917729;12.2820663
12.44316432;12.2841913
12.53271193;12.27167781
12.41849073;12.5315448
12.31662226;12.4143949
12.49081421;12.69303094
12.45988041;12.63789281
12.48360972;12.54332784
12.40444225;12.55545569
12.40204604;12.53273482
12.55817872;12.35586652
12.42809533;12.59692694
12.45176164;12.23850742
12.54433178;12.36583289
12.52818702;12.25442619
12.53644158;12.40550359
12.41575462;12.59719544
12.55744042;12.36981352
12.58462055;12.50148673
12.5304965;12.48405519
12.45018605;12.45315989
12.49560569;12.71872715
12.26340926;12.36182734
12.41991495;12.46232752
12.55061821;12.55065789
12.47511695;12.71566462
12.70010321;12.37380982
12.48341481;12.30464136
12.39493633;12.60830487
12.43768963;12.55201162
12.51124211;12.20120777
12.49483888;12.59946784
12.58629378;12.21403703
12.45701938;12.63577803
12.46651141;12.49044814
12.49804852;12.43418701
12.4232295;12.42397376
12.59745947;12.57889585
12.63069287;12.47840468
12.56913672;12.59907053
12.54297774;12.64571719
12.4956579;12.44485287
12.59863835;12.51194973
12.59567738;12.52040738
12.45087664;12.31301962
12.61783049;12.43473505
12.48245935;12.34419921
12.31109924;12.47716346
12.46283561;12.44703472
12.34194282;12.47550899
12.5010092;12.12085846
12.74963001;12.47396645
12.64943729;12.30316026
12.47248772;12.41468695
12.22152244;12.8078297
12.5796463;12.1954264
12.27574728;12.26353493
12.56156022;12.09336986
12.54529107;12.20004519
12.28940547;12.70897777
12.46942426;12.27955461
12.34758035;12.45912651
12.70066767;12.48110193
12.58551481;12.28323011
12.56730338;12.63530909
12.42738141;12.41530953
12.42506522;12.39717053
12.5902008;12.47295325
12.52257343;12.62791253
12.48153502;12.44351636
12.29767564;12.24872055
12.47536852;12.41094053
12.47284065;12.42368856
12.4087586;12.38415736
12.46332591;12.41288472
12.59835497;12.72947629
12.52733795;12.49843842
12.5391499;12.39490712
12.52217882;12.25970049
12.33335067;12.47236992
12.36675161;12.3328983
12.56059823;12.66027785
12.52830649;12.45707919
12.59940582;12.54092028
12.54772947;12.56743332
12.41368912;12.19653457
12.71106527;12.57325908
12.39962402;12.5902667
12.54434415;12.44339566
12.49734603;12.34483524
12.55000503;12.75174729
12.36546413;12.47858138
12.55003058;12.58784181
12.57266593;12.60108636
12.53661282;12.46304883
12.69999068;12.37682741
12.60921593;12.52182428
12.68193093;12.75867689
12.56879176;12.4712905
12.49601697;12.37869831
12.4602473;12.38706725
12.67938566;12.33982759
12.41132116;12.53530776
12.47792838;12.35464795
12.46781652;12.29766605
12.61092529;12.3216235
12.51236747;12.42006172
12.54250021;12.33811362
12.55441292;12.64296174
12.4884065;12.54093228
12.54363721;12.36348548
12.45504298;12.23879993
12.56832491;12.48139233
12.38203871;12.36071011
12.54820222;12.20043007
12.59183447;12.20714199
12.56699636;12.34229201
12.5557452;12.50968914
12.58291739;12.44050919
12.60783398;12.52446872
12.51357249;12.40873478
12.55304538;12.24984496
12.44950091;12.44684133
12.53082336;12.53515063
12.52813784;12.39282084
12.49738737;12.55791776
12.58526018;12.48958597
12.50265073;12.42045931
12.50047013;12.54965436
12.53482888;12.54086013
12.29454328;12.45876499
12.44451045;12.44032931
12.65555124;12.56135915
12.47876501;12.51425333
12.59398645;12.65863098
12.60956657;12.50181936
12.67732261;12.49910059
12.65883534;12.1575554
12.49307399;12.20183975
12.35484329;12.33288141
12.4425172;12.34354222
12.61709629;12.59572017
12.50417613;12.57400916
12.55804701;12.59874625
12.44292883;12.45839542
12.50807928;12.51864225
12.55722017;12.38024472
12.57310819;12.51007032
12.4766404;12.34472646
12.59766379;12.46520839
12.50753689;12.47382246
12.3054102;12.69183997
12.33565979;12.47701292
12.53879219;12.5611562
12.49693116;12.41997727
12.62929534;12.30045538
12.52473846;12.63840827
12.63400412;12.33416682
12.6568447;12.70348787
12.51675434;12.6345468
12.24966848;12.41859148
12.38867769;12.429828
12.5163219;12.04268235
12.55462428;12.1839274
12.57016426;12.20145277
12.60315314;12.43525463
12.44675207;12.62047192
12.42960153;12.34443422
12.51626433;12.56693763
12.43894086;12.68501879
12.51448769;12.73968874
12.59534897;12.46976747
12.45646556;12.63936192
12.44916205;12.4124707
12.6194881;12.57601965
12.54338067;12.35026714
12.61167492;12.408567
12.53416005;12.29900752
12.6031035;12.24155795
12.48938034;12.59709016
12.7061634;12.51506514
12.54945093;12.70191071
12.36153404;12.54793024
12.68342956;12.64634046
12.51855212;12.49067354
12.29042687;12.59057434
12.58610144;12.05733866
12.56656673;12.83043558
12.20418404;12.52018144
12.48024914;12.54325186
12.50970606;12.47089386
12.4815111;12.55853559
12.35739763;12.49666421
12.56494357;12.4259229
12.47070147;12.31905279
12.51797432;12.35949239
12.43251684;12.60600946
12.4834167;12.5286369
12.62135;12.54656495
12.59571501;12.29527158
12.56471181;12.5651101
12.51854011;12.4087546
12.5899594;12.37948308
12.44977928;12.5659619
12.52822946;12.24112676
12.49808467;12.52437535
12.43745919;12.33874214
12.59374004;12.58496645
12.58098472;12.53929256
12.5230894;12.58428104
12.49984072;12.54134879
12.54435;12.42639524
12.62342531;12.4200758
12.6157779;12.50066287
12.60821082;12.0784426
12.75199492;12.31174164
12.57038595;12.29932701
12.65290769;12.58325555
12.3040663;12.43771569
12.39690856;12.2056143
12.47924359;12.66952878
12.38465264;12.44373627
12.54225086;12.48463271
12.62729081;12.40661655
12.45505235;12.35143681
12.53436239;12.34437378
12.50493425;12.59832054
12.48121962;12.49039086
12.46026819;12.59583968
12.39451572;12.58778783
12.64144352;12.74504026
12.55546965;12.3956726
12.59211483;12.51227826
12.52486074;12.54049324
12.58493276;12.36707528
12.63187663;12.57780683
12.34716669;12.29798772
12.52582387;12.38775702
12.33110554;12.76372905
12.45731942;12.5100453
12.69414411;12.4007482
12.51027715;12.43424173
12.48954791;12.38652802
12.42116524;12.43441577
12.43602257;12.22701717
12.50295404;12.36925596
12.37682602;12.48615815
12.41458654;12.17339701
12.46185078;12.39643225
12.55498516;12.50456692
12.39900357;12.46773296
12.34750245;12.52785912
12.48837877;12.42664142
12.39772802;12.42110222
12.39127621;12.53417849
12.4385189;12.39301833
12.44972307;12.35766529
12.3110953;12.39230822
12.43492553;12.25683907
12.49920367;12.30625222
12.45222247;12.54950363
12.57191095;12.39806281
12.40711522;12.49151582
12.45754346;12.31192276
12.59444944;12.50252655
12.41020698;12.38580642
12.42434798;12.44920407
12.65422614;12.68248539
12.38947822;12.67972445
12.46150335;12.67388156
12.56910481;12.5748941
12.58357486;12.45706655
12.50176564;12.52574556
12.57305043;12.56181786
12.49911992;12.53626596
12.46110928;12.44851246
12.4396465;12.49238973
12.52348854;12.3063764
12.35618979;12.25955032
12.46574746;12.32312079
12.3248698;12.29665148
12.4272542;12.6773156
12.39527687;12.37892964
12.56673229;12.40897644
12.5453664;12.25232155
12.55903446;12.59105909
12.50692352;12.45171683
12.544031;12.27775466
12.492479;12.52324456
12.41594512;12.67818685
12.5768453;12.65507127
12.27960313;12.35237874
12.43434705;12.63196895
12.57106029;12.55075672
12.40344458;12.76571469
12.49492162;12.62305872
12.36682761;12.40557702
12.39031838;12.49380122
12.39157109;12.58653961
12.4895676;12.13500482
12.48207414;12.30516943
12.63747898;12.51085024
12.57834021;12.47724155
12.53801831;12.56916883
12.48559606;12.65983009
12.57378646;12.48636451
12.55413685;12.50256264
12.49530442;12.40084089
12.49681538;12.74628541
12.5813238;12.42841652
12.38266539;12.20754329
12.5424186;12.52886809
12.48568414;12.52812011
12.39110394;12.39709724
12.41765768;12.55213308
12.6184782;12.48073922
12.41780163;12.20478466
12.72616423;12.5030457
12.40231521;12.25548451
12.27318051;12.51500301
12.51310459;12.86304762
12.37038131;12.3074954
12.60082267;12.30272201
12.6725175;12.42512241
12.65315564;12.43022591
12.41014604;12.02152507
12.54046412;12.49703826
12.43585745;12.78349252
12.44161493;12.52993148
12.52366978;12.42106862
12.49713004;12.03868324
12.65456403;12.68944643
12.47901754;12.42260678
12.31763819;12.52973367
12.52088024;12.29282718
12.54788911;12.61348691
12.51233886;12.37530174
12.56550944;12.25436098
12.59054382;12.01657668
12.43076299;12.79574943
12.67807669;12.40169912
12.45080025;12.4064564
12.61146441;12.68451955
12.46414628;12.49043059
12.52655179;12.36260727
12.43861569;12.59588987
12.36476663;12.24772143
12.43239903;12.70568688
12.39452846;12.4719217
12.5293221;12.3001683
12.3066951;12.34577893
12.42516953;12.34205272
12.5749097;12.39140337
12.39916944;12.7503528
12.55453291;12.59681882
12.62073273;12.46649374
12.65773836;12.44678001
12.73158388;12.51560577
12.297981;12.14689941
12.74772805;12.27410947
12.39660062;12.41745718
12.48684559;12.40497203
12.42171596;12.5364401
12.57864756;12.44173048
12.53846303;12.33296664
12.42746065;12.3361964
12.51182168;12.46155634
12.66491484;12.56993416
12.60099223;12.3969555
12.44180168;12.46969688
12.63247927;12.41588057
12.53423957;12.67480125
12.68834348;12.52844205
12.48718246;12.46930085
12.46418923;12.15757092
12.58279507;12.52091806
12.58573897;12.44183064
12.3837263;12.28266058
12.64446303;12.07077788
12.50557046;12.4825772
12.54255368;12.67491623
12.48731687;12.14063511
12.50266111;12.33881945
12.51651884;12.31841044
12.48182433;12.49959058
12.53899007;12.39248885
12.33070505;12.19815486
12.46766366;12.32265814
12.39843923;11.98720016
12.54642863;12.45982036
12.49331021;12.3956943
12.56127172;12.31698806
12.59664584;12.21907804
12.47178528;12.47656454
12.52248552;12.67251253
12.37020753;12.46447588
12.49492396;12.18399566
12.55459699;12.33090086
12.73919301;12.63324409
12.39129988;12.58711758
12.6392889;12.53345928
12.49467691;12.35263864
12.47306867;12.33477156
12.46382982;12.39962323
12.41164962;12.59596402
12.3509972;12.55844266
12.42657435;12.23089265
12.58496361;12.43232248
12.53075896;12.61161487
12.37350829;12.56829269
12.3807491;12.44784811
12.58784308;12.40224567
12.22829672;12.71985329
12.37105918;12.48371229
12.64909774;12.39953535
12.70825825;12.42525842
12.28359501;12.38664581
12.51819376;12.18344765
12.66929774;12.34945715
12.49687167;12.46315631
12.7525869;12.29555933
12.38069745;12.64165579
12.50077815;12.53932109
12.46462359;12.49007765
12.49893106;12.52148405
12.54977274;12.53399992
12.55642698;12.61962353
12.69736131;12.32154504
12.48041047;12.33302221
12.70326675;12.35852621
12.4923364;12.34996243
12.50278456;12.71254134
12.39606817;12.64427919
12.5174092;12.31407624
12.54447909;12.37401491
12.52021048;12.42490212
12.5070082;12.43180966
12.57999026;12.39611094
12.4796362;12.38523695
12.43418183;12.45626972
12.41761106;12.511518
12.53274141;12.77546644
12.45713774;12.45947013
12.52353091;12.3017835
12.57185169;12.29539898
12.57710844;12.67529917
12.35195712;12.47692379
12.49644181;12.62155324
12.65227926;12.63965124
12.44426958;12.41891185
12.45486642;12.64436499
12.50347553;12.56509877
12.54864988;12.56704121
12.38803266;12.54969932
12.39011479;12.55261842
12.36431849;12.4982706
12.44163835;12.42280501
12.3892314;12.48978321
12.51626099;12.80556286
12.46568083;12.55033609
12.49248948;12.21158727
12.58287301;12.50527739
12.32610369;12.57494537
12.37058786;12.6977468
12.59269;12.16750232
12.49898038;12.59150268
12.46829583;12.60183052
12.51387247;12.2103892
12.46450171;12.61944871
12.44136199;12.64824554
12.4128902;12.35701664
12.58125192;12.50194817
12.62768653;12.37911134
12.44483875;12.43259214
12.64210491;12.34203667
12.40623157;12.451911
12.52217173;12.36486358
12.58726614;12.48057663
12.58071087;12.33612947
12.41413901;12.3335943
12.43217702;12.52078379
12.37670653;12.35157623
12.49040398;12.4414076
12.4251557;12.5420896
12.4915259;12.35643041
12.30665151;12.3354903
12.52628872;12.53296802
12.43094834;12.50014912
12.34052735;12.55873699
12.45058617;12.32793493
12.52812613;12.86061103
12.50430307;12.55096067
12.47178376;12.34295259
12.61579352;12.43717095
12.68049003;12.50231802
12.48803625;12.51044682
12.29061565;12.59312208
12.53692732;12.53746591
12.59400897;12.47745412
12.46233892;12.51094642
12.34653435;12.5517715
12.71588544;12.53141041
12.42581463;12.73172855
12.61877584;12.33544857
12.60398989;12.33578772
12.4995782;12.42720892
12.6700235;12.27148665
12.36715121;12.50711512
12.53264808;12.54749888
12.32372691;12.45663514
12.53928502;12.3680487
12.39920861;12.1208817
12.58489262;12.57829789
12.56566103;12.46639671
12.40854531;12.44290207
12.42504596;12.58662264
12.56665384;12.18946454
12.53351517;12.50098602
12.37084855;12.33144761
12.51849006;12.6735289
12.53547413;12.42528885
12.58371426;12.33498234
12.50450704;12.5950685
12.40101335;12.44358139
12.38199774;12.5903422
12.42750207;12.20924289
12.53133868;12.10803894
12.55809659;12.38384915
12.4138707;12.63547608
12.62328137;12.50464837
12.48848337;12.26295822
12.54414331;12.60954415
12.48220676;12.31617453
12.59644004;12.60615053
12.5057445;12.1344026
12.48931899;12.47211453
12.54570157;12.4665568
12.54906777;12.45644704
12.40196345;12.45780591
12.4796646;12.44139199
12.49007897;12.34543463
12.39923521;12.54915311
12.45333681;12.30038035
12.50862101;12.35017987
12.59643978;12.34652511
12.44913052;12.44741925
12.4407563;12.55217534
12.59237075;12.64203811
12.47057932;12.38728902
12.49849608;12.35345709
12.51625096;12.33399813
12.55997452;12.27692629
12.65856014;12.68093407
12.57005509;12.31405643
12.508808;12.6120559
12.64529815;12.47037471
12.41691026;12.31930805
12.40978924;12.60637307
12.30394389;12.21302093
12.46128946;12.53340731
12.37220657;12.4507733
12.58267959;12.37601671
12.61170886;12.76225437
12.50727977;12.21169036
12.64717321;12.44265527
12.49766916;12.56356342
12.39366554;12.44284174
12.31477364;12.27273746
12.386377;12.43238707
12.50001464;12.38216374
12.30461822;12.43635391
12.38385701;12.32800074
12.49219623;12.61833758
12.32565593;12.45850557
12.60365091;12.31787047
12.5274771;12.4229574
12.56267108;12.42472504
12.37965888;12.24948237
12.47126089;12.34854271
12.4384903;12.4958453
12.39348943;12.6418897
12.44214537;12.37578638
12.58158838;12.53658679
12.54740445;12.37955639
12.56720482;12.31917627
12.40652723;12.50370284
12.44849328;12.5968102
12.45096776;12.41979682
12.59638062;12.37991107
12.46466649;12.43082008
12.417428;12.25222893
12.54600485;12.32188615
12.41813996;12.25012223
12.63739038;12.42993958
12.47531338;12.30985519
12.56064626;12.45607414
12.42093233;12.49189407
12.41749182;12.53836773
12.62504494;12.54647627
12.60324153;12.34717914
12.41891993;12.40774825
12.58377243;12.43412588
12.36996811;12.39493471
12.48710617;12.48196627
12.43388172;12.65883081
12.62583292;12.66569909
12.48885514;12.18027407
12.47633059;12.36064745
12.36224182;12.3405505
12.52445854;12.48792954
12.64518853;12.27511977
12.5616063;12.57692168
12.56077259;12.57383392
12.46085476;12.29963388
12.40641056;12.80503015
12.48308378;12.48661341
12.43967695;12.23679848
12.43802696;12.3087669
12.59537301;12.47357646
12.48734099;12.52177143
12.5792978;12.50082176
12.52590719;12.496687
12.53232171;12.3125947
12.54450182;12.63920152
12.58496617;12.68449275
12.54656298;12.40993763
12.50229247;12.46953721
12.43968237;12.5460179
12.49475532;12.5654701
12.57627092;12.62196356
12.72197839;12.48688226
12.43880969;12.2915977
12.65846741;12.190921
12.35153637;12.48809021
12.50466025;12.22822325
12.46519132;12.74897806
12.43478125;12.34069305
12.6571973;12.46028332
12.6204669;12.41767674
12.55538192;12.72691154
12.59883598;12.47583671
12.56480082;12.57677157
12.57912336;12.30593449
12.39291959;12.39975044
12.56238577;12.51486976
12.64843629;12.50181221
12.5606307;12.36599444
12.36967308;12.18759878
12.53519058;12.34747195
12.53879956;12.43488671
12.49790545;12.38643573
12.37936134;12.59949556
12.5583789;12.56713961
12.71319233;12.68892248
12.33498463;12.48411702
12.55191381;12.48706201
12.56874319;12.18433124
12.48068455;12.49904195
12.75749819;12.33923082
12.49737518;12.31964842
12.28890618;12.57701351
12.52716717;12.33079325
12.53041624;12.47565045
12.31361796;12.34110413
12.56552062;12.33341541
12.66641719;12.80618728
12.53999281;12.43156548
12.39705297;12.35005661
12.51048094;12.46400515
12.45312364;12.22310776
12.48069144;12.5033937
12.68174686;12.27772735
12.40462893;12.25626602
12.35936533;12.28279116
12.45093118;12.35878715
12.62441796;12.57151526
12.47106678;12.50679785
12.56530894;12.55846909
12.19686335;12.31133363
12.56068931;12.38143596
12.44603199;12.48898233
12.36116804;12.3874262
12.57547556;12.64640751
12.54135608;12.47556201
12.55500308;12.44847646
12.43580273;12.34240479
12.58529368;12.61665559
12.71853093;12.6034163
12.48199179;12.30478028
12.49516773;12.25377599
12.69144708;12.22826587
12.52152009;12.52975903
12.60610558;12.4233753
12.46273189;12.59550884
12.4667846;12.44215684
12.58175878;12.5101488
12.53344476;12.3335497
12.5759472;12.43095295
12.47187794;12.3865781
12.45288662;12.36251823
12.38089389;12.68380856
12.40594924;12.36224902
12.60738194;12.62029326
12.51225329;12.68445906
12.45093591;12.40677822
12.36077459;12.64737994
12.52711572;12.59691154
12.58791974;12.17164444
12.54582736;12.37977033
12.3369778;12.29439842
12.45287242;12.46601359
12.50600083;12.56079598
12.5381729;12.51233226
12.39637184;12.29680814
12.36905758;12.53187938
12.3037828;12.49149923
12.52908237;12.29871546
