Zeit;Hoehe;Winkelgeschwindigkeit
6.199999999999999956e-01;3.333416183157575041e+00;1.580452571515178831e-02
6.400000000000000133e-01;3.544649860004642772e+00;-4.980667600131093295e-04
6.600000000000000311e-01;4.239029700837480874e+00;1.430940097270867696e-03
6.800000000000000488e-01;4.000248338558094474e+00;-5.678906815495959014e-03
7.000000000000000666e-01;2.619638918018509788e+00;8.669805670632763778e-03
7.199999999999999734e-01;4.889603283819651480e+00;-1.173298288079522439e-02
7.399999999999999911e-01;4.998600750541267956e+00;5.093785455935521088e-04
7.600000000000000089e-01;6.610468021159265462e+00;-3.800084099116857097e-03
7.800000000000000266e-01;4.282227458889400040e+00;7.449606278240266007e-03
8.000000000000000444e-01;4.377711261557335476e+00;-8.835024488425014325e-03
8.200000000000000622e-01;4.677241694172432851e+00;-2.170164739278853880e-02
8.399999999999999689e-01;4.161633737209231576e+00;-4.780397787229876370e-03
8.599999999999999867e-01;6.500750574108367985e+00;1.136945391129118819e-02
8.800000000000000044e-01;6.822021351346156948e+00;4.012094059925977278e-03
9.000000000000000222e-01;4.769979344149470890e+00;1.049469453876450062e-02
9.200000000000000400e-01;5.242218226887373156e+00;3.854450939398007450e-03
9.400000000000000577e-01;5.687983688814930439e+00;-9.155254821291971754e-03
9.599999999999999645e-01;4.588306302291685235e+00;-9.742284605505156792e-03
9.799999999999999822e-01;4.063416315925057809e+00;8.823880420288327669e-03
1.000000000000000000e+00;6.317928275235097146e+00;7.209318401263164339e-03
1.020000000000000018e+00;4.959342941140816308e+00;-5.806845576477757606e-03
1.040000000000000036e+00;5.973406539400528459e+00;2.698800441939721694e-03
1.060000000000000053e+00;4.981321588506578912e+00;-6.701918358374696523e-03
1.080000000000000071e+00;5.215556415018239633e+00;6.390631327492044683e-03
1.100000000000000089e+00;5.307390043175067795e+00;-4.632899985653458918e-04
1.120000000000000107e+00;6.273852424948314521e+00;-3.743071111276342899e-03
1.140000000000000124e+00;5.767085487551586453e+00;4.115974098129102608e-03
1.159999999999999920e+00;6.070280190325160419e+00;1.636417160913069754e-02
1.179999999999999938e+00;7.363811148231921067e+00;2.534094155633046571e-03
1.199999999999999956e+00;6.719434273946838232e+00;-1.266815475100160297e-03
1.219999999999999973e+00;5.811911776070646241e+00;1.871059510959191541e-02
1.239999999999999991e+00;6.080738263542873057e+00;-1.160324911949645911e-02
1.260000000000000009e+00;4.599803068415583951e+00;-8.950828078952652658e-03
1.280000000000000027e+00;6.667136521694525086e+00;-7.695872001184306428e-03
1.300000000000000044e+00;5.242182183362030123e+00;7.092137238356614054e-03
1.320000000000000062e+00;7.588852924149553481e+00;-1.791784761726357769e-02
1.340000000000000080e+00;6.382434141129614602e+00;4.791633003989697465e-03
1.360000000000000098e+00;6.542156879313290929e+00;-1.646913286030742343e-02
1.380000000000000115e+00;4.713054194886320936e+00;-1.692272710470312880e-03
1.400000000000000133e+00;5.066964930745041507e+00;-1.773220616245098184e-03
1.419999999999999929e+00;5.671436928695592350e+00;5.685374454671877388e-03
1.439999999999999947e+00;6.203425378743210317e+00;-3.852980011034567998e-03
1.459999999999999964e+00;4.435879137948940176e+00;-1.032556655926349966e-02
1.479999999999999982e+00;5.239363551481527992e+00;4.780572666525071540e-03
1.500000000000000000e+00;5.858834451574445268e+00;-6.938277541163262278e-03
1.520000000000000018e+00;5.807293148730759746e+00;-3.913724854941288273e-03
1.540000000000000036e+00;5.547441621263428324e+00;-9.953899830969876669e-03
1.560000000000000053e+00;6.453099108110108340e+00;4.758543793946305896e-03
1.580000000000000071e+00;6.286742463878010057e+00;6.341390731867184612e-03
1.600000000000000089e+00;5.821967899955968306e+00;-4.017594380430422607e-03
1.620000000000000107e+00;4.356505489649440399e+00;-6.201641372639867238e-04
1.640000000000000124e+00;4.791666730067269953e+00;1.570429601234158735e-03
1.660000000000000142e+00;5.396633162366266667e+00;6.407957019361003835e-03
1.679999999999999938e+00;5.801087963896122801e+00;-1.889759681845530094e-04
1.699999999999999956e+00;4.389698760779519482e+00;7.393130401695791575e-03
1.719999999999999973e+00;6.405997663859042568e+00;3.782906984525742991e-03
1.739999999999999991e+00;6.228655772730569140e+00;1.390579757308232564e-02
1.760000000000000009e+00;6.566032085246254368e+00;2.381607246362928317e-03
1.780000000000000027e+00;5.824714990202449982e+00;-3.017895124729985060e-03
1.800000000000000044e+00;5.165309517438364750e+00;7.557126142396373286e-03
1.820000000000000062e+00;6.145333402897581010e+00;-7.328353241246719774e-03
1.840000000000000080e+00;4.728426562251239140e+00;9.936955674542991696e-03
1.860000000000000098e+00;5.425759717427681927e+00;-6.041298591672679234e-03
1.880000000000000115e+00;5.569205817529370606e+00;2.447387059838357880e-03
1.900000000000000133e+00;5.353070509503598196e+00;8.464243240919360617e-03
1.919999999999999929e+00;7.325575566708311115e+00;-1.469389763639010818e-02
1.939999999999999947e+00;4.372088106772427984e+00;-1.094791587958170512e-02
1.959999999999999964e+00;6.108764192209457988e+00;-1.054930542649338155e-03
1.979999999999999982e+00;6.853536594275777105e+00;1.563043798950146043e-02
2.000000000000000000e+00;4.698339723197578977e+00;-3.916265251525047689e-03
2.020000000000000018e+00;5.028884437223594794e+00;-1.379086588372742416e-04
2.040000000000000036e+00;6.506973562091751262e+00;9.834181484286851072e-03
2.060000000000000053e+00;6.873132279561041003e+00;-8.445992060703468170e-05
2.080000000000000071e+00;7.622785079762297578e+00;-6.922672313922533308e-03
2.100000000000000089e+00;4.014507648011838903e+00;-1.274372474690419269e-02
2.120000000000000107e+00;6.827769278768464289e+00;4.002040894705177244e-03
2.140000000000000124e+00;4.948853264733329205e+00;4.677860715228030278e-03
2.160000000000000142e+00;5.766308926471027441e+00;-7.245735155881692646e-03
2.180000000000000160e+00;5.634880037132027120e+00;-5.329066583922970231e-03
2.200000000000000178e+00;6.443850738026812408e+00;-7.527004350993028378e-03
2.220000000000000195e+00;4.328006303132735155e+00;-2.400094792354249239e-03
2.240000000000000213e+00;6.398871622892321476e+00;2.530608647040219743e-03
2.260000000000000231e+00;5.524592230341186294e+00;-5.487477824414329491e-03
2.280000000000000249e+00;6.222146402094193007e+00;-4.103542315600169216e-03
2.300000000000000266e+00;6.305973120075837990e+00;7.807330242233966738e-03
2.319999999999999840e+00;6.023578930780332463e+00;9.232348022806895725e-05
2.339999999999999858e+00;7.705514036295637581e+00;5.271610339149596569e-04
2.359999999999999876e+00;6.265705946539704918e+00;-1.700677755110743816e-02
2.379999999999999893e+00;6.630581191964671106e+00;-9.568828579212295890e-03
2.399999999999999911e+00;6.657440210537608039e+00;-3.091170076002495602e-04
2.419999999999999929e+00;7.492098796715342957e+00;-1.656779439123010414e-02
2.439999999999999947e+00;4.271299718071973395e+00;-3.452527070528301455e-03
2.459999999999999964e+00;6.799325729283462572e+00;-1.721927698555045932e-02
2.479999999999999982e+00;8.080309232687117316e+00;-2.167572738892882198e-03
2.500000000000000000e+00;7.245877705705888516e+00;-5.168389454043294945e-03
2.520000000000000018e+00;7.539562877730295654e+00;-8.376510199850507876e-03
2.540000000000000036e+00;5.515905836404802365e+00;1.284410687138852480e-03
2.560000000000000053e+00;8.024016822460486864e+00;1.400306433332210209e-03
2.580000000000000071e+00;7.915916761092502973e+00;-1.514009352078403078e-02
2.600000000000000089e+00;7.884917621528026999e+00;3.255349504113358525e-03
2.620000000000000107e+00;7.868561679367293671e+00;-1.691647012082119275e-03
2.640000000000000124e+00;8.321256685624556226e+00;-9.850634792308906457e-03
2.660000000000000142e+00;9.312569859812320772e+00;9.469078097056573412e-03
2.680000000000000160e+00;6.386386812130574242e+00;-2.137837502444165337e-03
2.700000000000000178e+00;7.986527494819241291e+00;3.902021454673877416e-03
2.720000000000000195e+00;7.894899564238880174e+00;-5.257909479483597638e-03
2.740000000000000213e+00;8.000446361285181496e+00;8.991168166433815417e-04
2.760000000000000231e+00;8.244478696462470779e+00;-1.453029799102511805e-03
2.780000000000000249e+00;9.870612268106958354e+00;-1.521719983835791200e-03
2.800000000000000266e+00;9.707351765160762369e+00;4.409064580481008612e-03
2.819999999999999840e+00;8.454840462425526226e+00;-1.592914295215036233e-02
2.839999999999999858e+00;9.653931707692995801e+00;1.881586517668525776e-02
2.859999999999999876e+00;6.942174041545998264e+00;-5.433108033782762039e-03
2.879999999999999893e+00;9.733458834465366749e+00;6.599399953638668617e-03
2.899999999999999911e+00;1.033764476143397282e+01;9.540072979520934984e-03
2.919999999999999929e+00;9.586865942512517336e+00;-8.519580566044501757e-03
2.939999999999999947e+00;1.115615387353386545e+01;1.773140447015964308e-02
2.959999999999999964e+00;1.052646573746180181e+01;-2.216786386758035424e-02
2.979999999999999982e+00;1.014802583326138397e+01;3.489305936947342465e-03
3.000000000000000000e+00;1.146248832192048361e+01;2.701609010086144028e-02
3.020000000000000018e+00;9.501756368119883334e+00;6.385352621380117888e-03
3.040000000000000036e+00;1.007080618157859497e+01;1.929543043710474012e-02
3.060000000000000053e+00;1.256771756556189601e+01;1.261582715397551119e-03
3.080000000000000071e+00;1.209075483646015492e+01;-2.408466091511950874e-02
3.100000000000000089e+00;1.173247674373760141e+01;-8.454563276067221175e-03
3.120000000000000107e+00;1.142055034364364019e+01;1.198575194388246633e-02
3.140000000000000124e+00;1.130105119440372619e+01;-1.389096338460205082e-02
3.160000000000000142e+00;1.276263961268689151e+01;-6.053859783027869951e-03
3.180000000000000160e+00;1.221907317727193742e+01;8.451225459077314067e-03
3.200000000000000178e+00;1.280921445687210358e+01;1.616803817504964321e-03
3.220000000000000195e+00;1.331301423608740997e+01;1.307925649883939431e-02
3.240000000000000213e+00;1.369549833327848098e+01;-6.636132288860419406e-03
3.260000000000000231e+00;1.477281656504081475e+01;-5.012359979939325950e-03
3.280000000000000249e+00;1.612104627457338069e+01;1.388030584582824502e-02
3.300000000000000266e+00;1.191866933582368304e+01;-1.915946736543424483e-02
3.320000000000000284e+00;1.269455959941978662e+01;1.862631261556351933e-02
3.339999999999999858e+00;1.626325379956082173e+01;-1.082087941191410205e-02
3.359999999999999876e+00;1.580404431779021479e+01;-7.705204033410104764e-03
3.379999999999999893e+00;1.486898874564830209e+01;1.494775775463176755e-02
3.399999999999999911e+00;1.526759574062115199e+01;2.528521765416580531e-03
3.419999999999999929e+00;1.710381009286825105e+01;8.385175569078187272e-03
3.439999999999999947e+00;1.590187806916074109e+01;-6.795259429519362460e-03
3.459999999999999964e+00;1.844381309294776727e+01;-7.423780962133437640e-03
3.479999999999999982e+00;1.780098667940799473e+01;-1.140037779296400409e-03
3.500000000000000000e+00;1.813686715506932856e+01;6.573947696015313216e-03
3.520000000000000018e+00;1.779767242092752255e+01;-9.148621783071821806e-03
3.540000000000000036e+00;1.858760476229672420e+01;-2.125300937018231775e-03
3.560000000000000053e+00;1.744107698337098711e+01;-5.878367495914429974e-03
3.580000000000000071e+00;1.731005203345553412e+01;4.449271581816144176e-03
3.600000000000000089e+00;1.937382932103061606e+01;4.923496251869941866e-03
3.620000000000000107e+00;2.052128164035795876e+01;8.863013337750974205e-03
3.640000000000000124e+00;2.104775146991176982e+01;-7.930152766999199604e-03
3.660000000000000142e+00;2.010763670148768512e+01;-1.209344861390813410e-02
3.680000000000000160e+00;1.862052239848267732e+01;-3.712537204802599162e-04
3.700000000000000178e+00;2.229870691409839978e+01;-2.525174087597245685e-03
3.720000000000000195e+00;2.128301027509861143e+01;-7.928218997742885604e-03
3.740000000000000213e+00;1.991823864054423510e+01;1.190414234010620138e-02
3.760000000000000231e+00;2.119296273611221437e+01;1.230029433846465195e-02
3.780000000000000249e+00;2.118220231689233657e+01;-7.952279527381695204e-03
3.800000000000000266e+00;2.372027847348472562e+01;1.294074991083309697e-03
3.820000000000000284e+00;1.945479338050450480e+01;-9.292038960729645872e-03
3.839999999999999858e+00;2.227935962915201173e+01;-2.463511875579199682e-03
3.859999999999999876e+00;2.199316244938523113e+01;-1.167459877310718722e-02
3.879999999999999893e+00;2.469132173017236198e+01;-9.055476849540035995e-04
3.899999999999999911e+00;2.362595999836362992e+01;-1.764202356644088004e-02
3.919999999999999929e+00;2.575088185045659372e+01;-5.549179775195887954e-03
3.939999999999999947e+00;2.448590930013101641e+01;-2.041343103162914559e-03
3.959999999999999964e+00;2.461267051665355865e+01;-2.111297738784270739e-02
3.979999999999999982e+00;2.484768060416537594e+01;-4.839592998091444762e-03
4.000000000000000000e+00;2.627904549169275583e+01;3.176064245777756798e-03
4.020000000000000462e+00;2.625411242334445916e+01;2.259636859069627697e-03
4.040000000000000036e+00;2.593757767287929994e+01;5.721107222398824632e-03
4.060000000000000497e+00;2.900023137805969142e+01;-4.495102179064409953e-03
4.080000000000000071e+00;2.689083351339987260e+01;-1.775374252887345966e-03
4.099999999999999645e+00;2.734728235835671128e+01;2.066340123339737572e-02
4.120000000000000107e+00;2.818526341435026694e+01;7.413010830929864237e-03
4.139999999999999680e+00;2.842290003511279295e+01;-6.553731833507132377e-03
4.160000000000000142e+00;2.708572351187065763e+01;1.743130253003054341e-03
4.179999999999999716e+00;2.773549320742928614e+01;3.459763933614755198e-03
4.200000000000000178e+00;2.979590359822729795e+01;-5.729656168215647646e-03
4.219999999999999751e+00;3.006284737701003706e+01;1.060638707289648583e-02
4.240000000000000213e+00;2.825215457739148306e+01;-4.722526240185946980e-03
4.259999999999999787e+00;3.121850555651391801e+01;3.182621262069689361e-03
4.280000000000000249e+00;3.192344794616364467e+01;2.188552015508226506e-02
4.299999999999999822e+00;3.311836638145004486e+01;-3.986864973148055748e-03
4.320000000000000284e+00;3.078672712321778349e+01;8.650204096725780693e-04
4.339999999999999858e+00;3.258159843785379195e+01;9.060229189766184693e-04
4.360000000000000320e+00;3.151196872866518817e+01;-4.414764811032879585e-03
4.379999999999999893e+00;3.405041775739675813e+01;4.432026384792200208e-03
4.400000000000000355e+00;3.304354348761167159e+01;-7.219637477164963894e-03
4.419999999999999929e+00;3.333856416718948168e+01;-1.936602190135899501e-02
4.440000000000000391e+00;3.429822359392578335e+01;-8.474984654781218471e-03
4.459999999999999964e+00;3.467407524621887660e+01;-4.020195901489380386e-03
4.480000000000000426e+00;3.427274281091541042e+01;2.123991100996544881e-03
4.500000000000000000e+00;3.341170134121706781e+01;-2.767168294959793107e-03
4.520000000000000462e+00;3.715165533185246005e+01;-2.398729277638623082e-03
4.540000000000000036e+00;3.849516758172869402e+01;8.989256473929759308e-03
4.560000000000000497e+00;3.781801735350553884e+01;2.679619563385793584e-03
4.580000000000000071e+00;3.661864534664339743e+01;3.709925913225511906e-03
4.600000000000000533e+00;3.704912881467246422e+01;9.868280780699264024e-03
4.620000000000000107e+00;3.897488051010447663e+01;-1.738272429066163929e-02
4.639999999999999680e+00;3.811244673975826913e+01;2.993093041762929975e-03
4.660000000000000142e+00;3.782193720068180198e+01;-4.330378590560643969e-03
4.679999999999999716e+00;3.792847110431392110e+01;-4.254821539327683852e-03
4.700000000000000178e+00;3.895203722352025011e+01;-9.401172373444755329e-03
4.719999999999999751e+00;4.135510452156511718e+01;-6.328613009808473772e-03
4.740000000000000213e+00;4.065527734714952146e+01;4.690102037535785924e-03
4.759999999999999787e+00;3.979246739676301559e+01;5.386864948997053572e-03
4.780000000000000249e+00;4.231285876165161142e+01;7.079902852348272588e-03
4.799999999999999822e+00;4.121216440453276419e+01;-2.771948227908619267e-03
4.820000000000000284e+00;4.162460048676513225e+01;-1.721254585259693977e-03
4.839999999999999858e+00;4.247138799035341350e+01;6.448871666225609520e-03
4.860000000000000320e+00;4.482897304905876723e+01;-2.464426101588296399e-03
4.879999999999999893e+00;4.291438067195196027e+01;3.180003674098716340e-03
4.900000000000000355e+00;4.280020366328884762e+01;-8.703572748871079429e-03
4.919999999999999929e+00;4.353345445823835291e+01;-4.739484122106432142e-03
4.940000000000000391e+00;4.340098952585341863e+01;2.265866060756538316e-03
4.959999999999999964e+00;4.387700302397267649e+01;6.508868491871442133e-03
4.980000000000000426e+00;4.490052860427920223e+01;-1.730874546489791568e-02
5.000000000000000000e+00;4.404584057075089021e+01;-1.040195904868698902e-02
5.020000000000000462e+00;4.511167054096156903e+01;-6.609658902784113334e-04
5.040000000000000036e+00;4.529931064476215141e+01;-1.266948045636435809e-02
5.060000000000000497e+00;4.614838637805498678e+01;-9.251826043664262630e-03
5.080000000000000071e+00;4.541597024731510857e+01;1.111671152470409922e-02
5.100000000000000533e+00;4.660508770650034904e+01;1.584634847959831908e-02
5.120000000000000107e+00;4.898736586335329690e+01;7.342834083871976544e-03
5.139999999999999680e+00;4.758499248155324324e+01;3.531657842001098731e-03
5.160000000000000142e+00;4.763700692577319984e+01;3.648184094546652254e-03
5.179999999999999716e+00;4.867502747050094314e+01;5.402911000099552136e-03
5.200000000000000178e+00;4.781999872039440902e+01;-1.368054200644543486e-02
5.219999999999999751e+00;4.833542938044120518e+01;-9.090098624565105812e-03
5.240000000000000213e+00;5.113677469690487243e+01;-1.200023199114335845e-03
5.259999999999999787e+00;5.015371385538839633e+01;-1.342937148769834770e-02
5.280000000000000249e+00;4.983521547031322996e+01;-2.559015081186911955e-02
5.299999999999999822e+00;4.919001577117695945e+01;2.254857947260777498e-03
5.320000000000000284e+00;5.103503533920934387e+01;-1.799604276818477216e-03
5.339999999999999858e+00;5.045135229621064354e+01;-1.337736306789228356e-02
5.360000000000000320e+00;5.142615156779410768e+01;-2.167237728605811778e-02
5.379999999999999893e+00;5.119723725746415965e+01;6.180709008769859347e-03
5.400000000000000355e+00;5.107320261073667211e+01;-1.554867433610851099e-02
5.419999999999999929e+00;5.220046349289508925e+01;-3.186896364277607037e-03
5.440000000000000391e+00;5.349934777532637042e+01;-1.123725954769118525e-02
5.459999999999999964e+00;5.254496067320332031e+01;1.289815337257037980e-02
5.480000000000000426e+00;5.308556166531104736e+01;-1.374028574445981983e-02
5.500000000000000000e+00;5.312872453620231994e+01;2.968107641021677789e-03
5.520000000000000462e+00;5.247564433724608790e+01;-2.792054047885001063e-03
5.540000000000000036e+00;5.386698092877166744e+01;5.586102211842504384e-03
5.560000000000000497e+00;5.440418727475675809e+01;3.369163394569084542e-03
5.580000000000000071e+00;5.301738864035450405e+01;1.485193240282758897e-02
5.600000000000000533e+00;5.304904884787681851e+01;-9.517282485897160787e-04
5.620000000000000107e+00;5.568904074235250334e+01;-1.499370548698948820e-02
5.639999999999999680e+00;5.413437580306752750e+01;1.418452204778298219e-02
5.660000000000000142e+00;5.431304496525881831e+01;-5.266128878770206904e-03
5.679999999999999716e+00;5.587796991477426900e+01;-5.563073000152486507e-03
5.700000000000000178e+00;5.574688674410099765e+01;-6.411581788709382057e-03
5.719999999999999751e+00;5.594062788274901266e+01;5.553200323184551493e-03
5.740000000000000213e+00;5.572761926900980001e+01;1.283177569693712272e-02
5.759999999999999787e+00;5.789731753457233765e+01;8.198119560542501544e-03
5.780000000000000249e+00;5.686606051760762881e+01;-1.658901481712547060e-02
5.799999999999999822e+00;5.500507242119928009e+01;3.592862247067473520e-04
5.820000000000000284e+00;5.708249208611382386e+01;-1.562088041146810023e-03
5.839999999999999858e+00;5.936806049383266526e+01;1.900625223966315516e-02
5.860000000000000320e+00;5.777907512149198510e+01;-1.253836758297291985e-02
5.879999999999999893e+00;5.911240720494120637e+01;1.887640250751894400e-02
5.900000000000000355e+00;5.586134885617003931e+01;1.009010463334589040e-02
5.919999999999999929e+00;5.793187730442194550e+01;-1.324797585855949818e-02
5.940000000000000391e+00;5.753718037333863577e+01;-8.483448257314781665e-03
5.959999999999999964e+00;5.886832766058972766e+01;-1.359756800614584336e-02
5.980000000000000426e+00;5.915049955485022792e+01;8.381914443783076984e-03
6.000000000000000000e+00;5.806183447419464727e+01;-2.933608610755552779e-02
6.020000000000000462e+00;5.853569963934586440e+01;-4.529059676596652179e-03
6.040000000000000036e+00;5.869230145444748814e+01;-7.783898007368462643e-03
6.060000000000000497e+00;6.046711976337327599e+01;-1.000665491271786507e-02
6.080000000000000071e+00;5.830760655026939787e+01;4.008601055706041867e-03
6.100000000000000533e+00;6.092434320701551798e+01;-1.120802995256931466e-02
6.120000000000000107e+00;5.913587303816672147e+01;-4.308382647910572556e-04
6.140000000000000568e+00;5.796842642754414499e+01;2.629324815308741576e-04
6.160000000000000142e+00;6.128921063941756131e+01;-7.183774058164924675e-03
6.179999999999999716e+00;5.921546892066378120e+01;-1.612533591668281405e-02
6.200000000000000178e+00;5.863854998976561461e+01;2.075033021838987995e-02
6.219999999999999751e+00;5.845921483728807999e+01;1.683322409128655203e-02
6.240000000000000213e+00;6.131788567141579449e+01;-3.256831495275541027e-03
6.259999999999999787e+00;6.130707096646582954e+01;-1.137232589885317675e-02
6.280000000000000249e+00;6.245942865911055719e+01;1.595843433591372876e-04
6.299999999999999822e+00;5.974908296995587875e+01;1.610334159666652887e-02
6.320000000000000284e+00;6.104522707106233526e+01;-1.474960291847019454e-02
6.339999999999999858e+00;6.159661450532774296e+01;1.485902044916579713e-02
6.360000000000000320e+00;6.135653957005445847e+01;-2.503769499306191752e-03
6.379999999999999893e+00;6.176635906486739458e+01;-1.984313793932257746e-03
6.400000000000000355e+00;5.990080515585160015e+01;1.061327168962078633e-02
6.419999999999999929e+00;6.141287873211228998e+01;4.614918423032189979e-04
6.440000000000000391e+00;6.257293297734680948e+01;-1.777841870280117776e-03
6.459999999999999964e+00;6.278077624526605405e+01;1.414080321362604607e-02
6.480000000000000426e+00;6.106342966131937544e+01;-1.757664767732216790e-02
6.500000000000000000e+00;5.939357219882426620e+01;2.315284150302568747e-02
6.520000000000000462e+00;6.279408337388042582e+01;-6.382400506042397535e-04
6.540000000000000036e+00;5.977382827703453927e+01;2.741835938349753126e-03
6.560000000000000497e+00;6.308105516068863494e+01;-8.958820559561060399e-04
6.580000000000000071e+00;6.028674025301172890e+01;-5.867559170191441291e-03
6.600000000000000533e+00;6.304883365146176288e+01;-1.384797170314229790e-04
6.620000000000000107e+00;6.221967540918296180e+01;-5.818916984671676160e-03
6.640000000000000568e+00;6.245782923030547806e+01;1.405143102057802938e-03
6.660000000000000142e+00;6.196683693091998180e+01;1.286274719078033674e-02
6.679999999999999716e+00;6.347558719138773142e+01;-6.767035653284288882e-03
6.700000000000000178e+00;6.157893145374760024e+01;-2.952162678694800809e-03
6.719999999999999751e+00;6.323352030792402445e+01;-1.229725196464168157e-03
6.740000000000000213e+00;6.310037370409970237e+01;3.901898179233899856e-03
6.759999999999999787e+00;6.291718059267236640e+01;9.392777193892565789e-04
6.780000000000000249e+00;6.311135255831385393e+01;7.649223359619213881e-03
6.799999999999999822e+00;6.005484576790525608e+01;-1.290080184702495185e-02
6.820000000000000284e+00;6.278960903003498828e+01;6.161109349582413047e-03
6.839999999999999858e+00;6.196828268300418330e+01;-2.444702691556640411e-02
6.860000000000000320e+00;6.332032306370719965e+01;-6.205099615893334974e-03
6.879999999999999893e+00;6.186113661181146028e+01;2.015310462330985319e-03
6.900000000000000355e+00;6.141416800124062547e+01;-1.042333549756534194e-02
6.919999999999999929e+00;6.345730228009539786e+01;6.610147690029082729e-03
6.940000000000000391e+00;6.112031949371728246e+01;7.941069787870302238e-03
6.959999999999999964e+00;6.196257019889134199e+01;-8.684361827040137580e-03
6.980000000000000426e+00;6.126375639113285843e+01;9.198976013650687553e-03
7.000000000000000000e+00;6.133763229011768914e+01;8.650995212746879007e-03
7.020000000000000462e+00;6.248499700511153065e+01;-2.473949064114759535e-03
7.040000000000000036e+00;6.312027511472500407e+01;-1.984563934899956014e-03
7.060000000000000497e+00;6.065924692157801701e+01;1.897435012141947611e-02
7.080000000000000071e+00;6.221713175646560501e+01;-5.576265334821978474e-04
7.100000000000000533e+00;6.102419925251587784e+01;-2.603364940416680665e-02
7.120000000000000107e+00;6.241042674219505670e+01;-2.917330650178757284e-03
7.140000000000000568e+00;6.192367216442747946e+01;-1.406875385395146057e-03
7.160000000000000142e+00;6.248360068376211274e+01;3.165128289418236898e-03
7.179999999999999716e+00;6.205408483925356222e+01;5.950222488731441405e-03
7.200000000000000178e+00;6.095413907205235660e+01;-6.891580760640564872e-03
7.219999999999999751e+00;6.260012525789855431e+01;7.364101463852753583e-03
7.240000000000000213e+00;6.170201564392905880e+01;-2.103783944632767536e-02
7.259999999999999787e+00;6.254196026562483013e+01;-1.519934573477487848e-03
7.280000000000000249e+00;6.116992818193619996e+01;-4.086750861375055589e-03
7.299999999999999822e+00;5.968723685415992009e+01;-1.575727562614096227e-03
7.320000000000000284e+00;6.059675813116573551e+01;1.097480850571245234e-03
7.339999999999999858e+00;6.264638077230424784e+01;-8.305754089200888257e-03
7.360000000000000320e+00;6.084406310055120315e+01;8.229096615087242404e-04
7.379999999999999893e+00;6.173157123837462734e+01;2.761100956163856264e-03
7.400000000000000355e+00;6.281884414182473364e+01;6.592628871177657474e-03
7.419999999999999929e+00;6.101027179164560721e+01;-9.758824198969680286e-03
7.440000000000000391e+00;6.244798849656107365e+01;-8.311300188236569325e-03
7.459999999999999964e+00;6.053332403202199430e+01;5.547531731746065294e-03
7.480000000000000426e+00;6.283727370524123756e+01;2.451783620662810817e-02
7.500000000000000000e+00;6.023852035125897686e+01;5.225440152551021761e-03
7.520000000000000462e+00;6.074107979019844805e+01;4.357989144980254845e-03
7.540000000000000036e+00;5.865877630459252146e+01;-1.882836762033651690e-02
7.560000000000000497e+00;5.917347232102824250e+01;1.771532589928792589e-02
7.580000000000000071e+00;6.238253315119110454e+01;-1.080902536414196299e-02
7.600000000000000533e+00;5.858175332360631415e+01;4.534570636981292285e-03
